,collectionDate,InBedsOccAnyPat__Numbeds_Est
0,Day for which estimate is made,"Hospital inpatient bed occupancy, percent estimate (percent of inpatient beds)"
3098,07JUN2020,54.1
3099,08JUN2020,56.5
3100,09JUN2020,79.5
3101,10JUN2020,82.0
3102,11JUN2020,61.2
3103,12JUN2020,62.8
3104,13JUN2020,59.5
3105,14JUN2020,57.5
3106,15JUN2020,58.2
3107,16JUN2020,61.7
3108,17JUN2020,60.3
3109,18JUN2020,79.5
3110,19JUN2020,60.2
3111,20JUN2020,56.7
3112,21JUN2020,55.9
3113,22JUN2020,79.0
3114,23JUN2020,80.8
3115,24JUN2020,83.1
3116,25JUN2020,75.0
3117,26JUN2020,61.4
3118,27JUN2020,61.3
3119,28JUN2020,59.9
3120,29JUN2020,59.6
3121,30JUN2020,63.3
3122,01JUL2020,75.4
3123,02JUL2020,76.0
3124,03JUL2020,60.6
3125,04JUL2020,57.6
3126,05JUL2020,57.7
3127,06JUL2020,58.8
3128,07JUL2020,62.1
3129,01APR2020,57.6
3130,02APR2020,55.3
3131,03APR2020,60.2
3132,04APR2020,56.5
3133,05APR2020,55.1
3134,06APR2020,55.8
3135,07APR2020,61.2
3136,08APR2020,53.8
3137,09APR2020,54.5
3138,10APR2020,60.7
3139,11APR2020,61.3
3140,12APR2020,54.9
3141,13APR2020,55.0
3142,14APR2020,53.2
3143,15APR2020,56.4
3144,16APR2020,53.2
3145,17APR2020,55.7
3146,18APR2020,55.7
3147,19APR2020,54.5
3148,20APR2020,52.0
3149,21APR2020,51.2
3150,22APR2020,55.2
3151,23APR2020,55.8
3152,24APR2020,57.7
3153,25APR2020,56.4
3154,26APR2020,53.8
3155,27APR2020,54.1
3156,28APR2020,56.5
3157,29APR2020,55.0
3158,30APR2020,56.7
3159,01MAY2020,54.6
3160,02MAY2020,56.7
3161,03MAY2020,57.1
3162,04MAY2020,56.4
3163,05MAY2020,55.9
3164,06MAY2020,58.1
3165,07MAY2020,59.2
3166,08MAY2020,58.3
3167,09MAY2020,57.9
3168,10MAY2020,57.5
3169,11MAY2020,60.3
3170,12MAY2020,60.4
3171,13MAY2020,61.3
3172,14MAY2020,62.1
3173,15MAY2020,61.5
3174,16MAY2020,63.3
3175,17MAY2020,61.9
3176,18MAY2020,62.5
3177,19MAY2020,65.2
3178,20MAY2020,66.7
3179,21MAY2020,64.4
3180,22MAY2020,63.6
3181,23MAY2020,62.7
3182,24MAY2020,61.9
3183,25MAY2020,62.2
3184,26MAY2020,62.5
3185,27MAY2020,65.8
3186,28MAY2020,70.8
3187,29MAY2020,63.7
3188,30MAY2020,62.1
3189,31MAY2020,62.1
3190,01JUN2020,66.2
3191,02JUN2020,71.0
3192,03JUN2020,70.6
3193,04JUN2020,68.8
3194,05JUN2020,68.6
3195,06JUN2020,61.9
3196,07JUN2020,61.4
3197,08JUN2020,62.5
3198,09JUN2020,65.7
3199,10JUN2020,69.2
3200,11JUN2020,69.2
3201,12JUN2020,65.2
3202,13JUN2020,64.7
3203,14JUN2020,62.4
3204,15JUN2020,63.2
3205,16JUN2020,65.2
3206,17JUN2020,70.4
3207,18JUN2020,69.9
3208,19JUN2020,67.9
3209,20JUN2020,63.7
3210,21JUN2020,61.7
3211,22JUN2020,61.9
3212,23JUN2020,62.5
3213,24JUN2020,65.9
3214,25JUN2020,66.5
3215,26JUN2020,65.0
3216,27JUN2020,65.6
3217,28JUN2020,60.3
3218,29JUN2020,61.3
3219,30JUN2020,65.1
3220,01JUL2020,65.6
3221,02JUL2020,63.6
3222,03JUL2020,60.4
3223,04JUL2020,56.3
3224,05JUL2020,56.1
3225,06JUL2020,56.1
3226,07JUL2020,61.1
3227,01APR2020,62.7
3228,02APR2020,59.6
3229,03APR2020,61.8
3230,04APR2020,58.9
3231,05APR2020,58.0
3232,06APR2020,57.3
3233,07APR2020,65.7
3234,08APR2020,64.9
3235,09APR2020,65.3
3236,10APR2020,64.2
3237,11APR2020,60.7
3238,12APR2020,61.0
3239,13APR2020,62.9
3240,14APR2020,60.9
3241,15APR2020,59.6
3242,16APR2020,61.2
3243,17APR2020,61.4
3244,18APR2020,62.5
3245,19APR2020,62.5
3246,20APR2020,60.7
3247,21APR2020,63.8
3248,22APR2020,63.5
3249,23APR2020,62.8
3250,24APR2020,62.9
3251,25APR2020,62.1
3252,26APR2020,60.7
3253,27APR2020,62.1
3254,28APR2020,60.6
3255,29APR2020,61.9
3256,30APR2020,65.8
3257,01MAY2020,65.7
3258,02MAY2020,63.8
3259,03MAY2020,62.4
3260,04MAY2020,62.8
3261,05MAY2020,64.5
3262,06MAY2020,65.1
3263,07MAY2020,65.3
3264,08MAY2020,64.9
3265,09MAY2020,66.2
3266,10MAY2020,65.3
3267,11MAY2020,68.0
3268,12MAY2020,71.2
3269,13MAY2020,71.5
3270,14MAY2020,71.0
3271,15MAY2020,71.7
3272,16MAY2020,68.0
3273,17MAY2020,66.5
3274,18MAY2020,62.4
3275,19MAY2020,69.4
3276,20MAY2020,69.3
3277,21MAY2020,70.2
3278,22MAY2020,69.0
3279,23MAY2020,67.9
3280,24MAY2020,65.7
3281,25MAY2020,65.7
3282,26MAY2020,67.8
3283,27MAY2020,71.8
3284,28MAY2020,73.5
3285,29MAY2020,68.5
3286,30MAY2020,68.1
3287,31MAY2020,65.4
3288,01JUN2020,68.0
3289,02JUN2020,71.0
3290,03JUN2020,69.4
3291,04JUN2020,70.6
3292,05JUN2020,71.7
3293,06JUN2020,71.3
3294,07JUN2020,70.9
3295,08JUN2020,66.4
3296,09JUN2020,68.0
3297,10JUN2020,67.6
3298,11JUN2020,70.0
3299,12JUN2020,72.6
3300,13JUN2020,72.7
3301,14JUN2020,70.4
3302,15JUN2020,70.9
3303,16JUN2020,72.7
3304,17JUN2020,76.6
3305,18JUN2020,72.5
3306,19JUN2020,71.5
3307,20JUN2020,68.5
3308,21JUN2020,67.2
3309,22JUN2020,66.8
3310,23JUN2020,72.4
3311,24JUN2020,73.4
3312,25JUN2020,75.9
3313,26JUN2020,76.2
3314,27JUN2020,75.6
3315,28JUN2020,72.4
3316,29JUN2020,72.5
3317,30JUN2020,75.5
3318,01JUL2020,76.8
3319,02JUL2020,75.5
3320,03JUL2020,75.5
3321,04JUL2020,72.1
3322,05JUL2020,72.3
3323,06JUL2020,73.9
3324,07JUL2020,77.2
3325,01APR2020,74.8
3326,02APR2020,76.5
3327,03APR2020,75.7
3328,04APR2020,75.6
3329,05APR2020,76.2
3330,06APR2020,76.4
3331,07APR2020,76.2
3332,08APR2020,75.8
3333,09APR2020,75.9
3334,10APR2020,77.1
3335,11APR2020,75.6
3336,12APR2020,76.0
3337,13APR2020,75.6
3338,14APR2020,75.1
3339,15APR2020,74.4
3340,16APR2020,73.0
3341,17APR2020,71.2
3342,18APR2020,67.9
3343,19APR2020,70.0
3344,20APR2020,71.2
3345,21APR2020,71.6
3346,22APR2020,70.0
3347,23APR2020,70.0
3348,24APR2020,68.3
3349,25APR2020,67.2
3350,26APR2020,67.1
3351,27APR2020,67.7
3352,28APR2020,67.6
3353,29APR2020,66.9
3354,30APR2020,64.8
3355,01MAY2020,63.8
3356,02MAY2020,62.0
3357,03MAY2020,61.9
3358,04MAY2020,63.9
3359,05MAY2020,65.9
3360,06MAY2020,65.9
3361,07MAY2020,65.1
3362,08MAY2020,64.3
3363,09MAY2020,62.3
3364,10MAY2020,62.8
3365,11MAY2020,63.0
3366,12MAY2020,64.4
3367,13MAY2020,64.2
3368,14MAY2020,64.0
3369,15MAY2020,63.8
3370,16MAY2020,62.8
3371,17MAY2020,63.7
3372,18MAY2020,66.3
3373,19MAY2020,67.5
3374,20MAY2020,68.1
3375,21MAY2020,66.1
3376,22MAY2020,65.7
3377,23MAY2020,62.9
3378,24MAY2020,62.4
3379,25MAY2020,63.6
3380,26MAY2020,65.8
3381,27MAY2020,67.6
3382,28MAY2020,68.2
3383,29MAY2020,68.4
3384,30MAY2020,65.8
3385,31MAY2020,65.4
3386,01JUN2020,66.6
3387,02JUN2020,67.7
3388,03JUN2020,68.3
3389,04JUN2020,67.5
3390,05JUN2020,65.2
3391,06JUN2020,63.6
3392,07JUN2020,63.0
3393,08JUN2020,65.1
3394,09JUN2020,66.3
3395,10JUN2020,68.1
3396,11JUN2020,66.9
3397,12JUN2020,67.3
3398,13JUN2020,65.7
3399,14JUN2020,63.1
3400,15JUN2020,65.6
3401,16JUN2020,67.1
3402,17JUN2020,69.6
3403,18JUN2020,66.9
3404,19JUN2020,66.6
3405,20JUN2020,63.5
3406,21JUN2020,60.7
3407,22JUN2020,62.7
3408,23JUN2020,68.2
3409,24JUN2020,70.5
3410,25JUN2020,69.8
3411,26JUN2020,67.7
3412,27JUN2020,64.4
3413,28JUN2020,61.6
3414,29JUN2020,66.7
3415,30JUN2020,68.2
3416,01JUL2020,69.1
3417,02JUL2020,67.4
3418,03JUL2020,66.0
3419,04JUL2020,62.4
3420,05JUL2020,62.2
3421,06JUL2020,65.3
3422,07JUL2020,69.6
3423,01APR2020,48.6
3424,02APR2020,46.7
3425,03APR2020,44.7
3426,04APR2020,44.7
3427,05APR2020,44.3
3428,06APR2020,44.3
3429,07APR2020,41.6
3430,08APR2020,39.6
3431,09APR2020,38.9
3432,10APR2020,38.9
3433,11APR2020,38.0
3434,12APR2020,38.4
3435,13APR2020,39.6
3436,14APR2020,44.3
3437,15APR2020,44.8
3438,16APR2020,44.3
3439,17APR2020,44.3
3440,18APR2020,43.0
3441,19APR2020,44.2
3442,20APR2020,44.0
3443,21APR2020,46.7
3444,22APR2020,45.2
3445,23APR2020,46.7
3446,24APR2020,46.8
3447,25APR2020,45.3
3448,26APR2020,45.1
3449,27APR2020,44.9
3450,28APR2020,47.4
3451,29APR2020,48.3
3452,30APR2020,47.5
3453,01MAY2020,47.6
3454,02MAY2020,46.3
3455,03MAY2020,45.1
3456,04MAY2020,46.3
3457,05MAY2020,48.5
3458,06MAY2020,49.0
3459,07MAY2020,49.2
3460,08MAY2020,48.6
3461,09MAY2020,47.0
3462,10MAY2020,46.1
3463,11MAY2020,48.3
3464,12MAY2020,51.2
3465,13MAY2020,51.8
3466,14MAY2020,52.1
3467,15MAY2020,51.6
3468,16MAY2020,51.0
3469,17MAY2020,49.4
3470,18MAY2020,51.4
3471,19MAY2020,55.7
3472,20MAY2020,56.6
3473,21MAY2020,55.1
3474,22MAY2020,54.9
3475,23MAY2020,52.7
3476,24MAY2020,51.3
3477,25MAY2020,50.9
3478,26MAY2020,52.3
3479,27MAY2020,54.1
3480,28MAY2020,54.7
3481,29MAY2020,56.1
3482,30MAY2020,55.1
3483,31MAY2020,52.9
3484,01JUN2020,53.0
3485,02JUN2020,56.8
3486,03JUN2020,57.6
3487,04JUN2020,60.5
3488,05JUN2020,60.4
3489,06JUN2020,58.8
3490,07JUN2020,53.3
3491,08JUN2020,53.9
3492,09JUN2020,57.5
3493,10JUN2020,60.0
3494,11JUN2020,60.1
3495,12JUN2020,60.8
3496,13JUN2020,57.4
3497,14JUN2020,54.5
3498,15JUN2020,53.4
3499,16JUN2020,59.6
3500,17JUN2020,60.9
3501,18JUN2020,59.3
3502,19JUN2020,57.1
3503,20JUN2020,55.9
3504,21JUN2020,54.3
3505,22JUN2020,54.3
3506,23JUN2020,59.5
3507,24JUN2020,61.1
3508,25JUN2020,59.7
3509,26JUN2020,58.7
3510,27JUN2020,55.1
3511,28JUN2020,54.6
3512,29JUN2020,56.7
3513,30JUN2020,60.8
3514,01JUL2020,61.3
3515,02JUL2020,59.8
3516,03JUL2020,57.9
3517,04JUL2020,53.7
3518,05JUL2020,53.1
3519,06JUL2020,55.6
3520,07JUL2020,60.0
3521,01APR2020,47.8
3522,02APR2020,48.6
3523,03APR2020,47.0
3524,04APR2020,45.4
3525,05APR2020,42.6
3526,06APR2020,44.2
3527,07APR2020,47.1
3528,08APR2020,47.5
3529,09APR2020,47.4
3530,10APR2020,47.0
3531,11APR2020,44.7
3532,12APR2020,43.0
3533,13APR2020,46.4
3534,14APR2020,46.9
3535,15APR2020,45.3
3536,16APR2020,44.8
3537,17APR2020,44.2
3538,18APR2020,42.4
3539,19APR2020,42.5
3540,20APR2020,43.2
3541,21APR2020,45.0
3542,22APR2020,46.9
3543,23APR2020,44.8
3544,24APR2020,43.5
3545,25APR2020,41.9
3546,26APR2020,41.0
3547,27APR2020,43.7
3548,28APR2020,46.3
3549,29APR2020,46.9
3550,30APR2020,45.7
3551,01MAY2020,46.3
3552,02MAY2020,42.3
3553,03MAY2020,41.2
3554,04MAY2020,44.2
3555,05MAY2020,47.4
3556,06MAY2020,49.4
3557,07MAY2020,48.5
3558,08MAY2020,48.7
3559,09MAY2020,44.9
3560,10MAY2020,43.0
3561,11MAY2020,46.2
3562,12MAY2020,49.7
3563,13MAY2020,51.4
3564,14MAY2020,51.5
3565,15MAY2020,50.5
3566,16MAY2020,46.5
3567,17MAY2020,44.8
3568,18MAY2020,47.6
3569,19MAY2020,50.5
3570,20MAY2020,53.3
3571,21MAY2020,52.8
3572,22MAY2020,51.1
3573,23MAY2020,46.8
3574,24MAY2020,44.0
3575,25MAY2020,41.3
3576,26MAY2020,46.5
3577,27MAY2020,52.3
3578,28MAY2020,51.0
3579,29MAY2020,49.8
3580,30MAY2020,46.5
3581,31MAY2020,46.3
3582,01JUN2020,45.1
3583,02JUN2020,46.5
3584,03JUN2020,58.8
3585,04JUN2020,51.8
3586,05JUN2020,48.5
3587,06JUN2020,47.9
3588,07JUN2020,46.4
3589,08JUN2020,47.7
3590,09JUN2020,53.8
3591,10JUN2020,58.4
3592,11JUN2020,54.1
3593,12JUN2020,51.1
3594,13JUN2020,48.6
3595,14JUN2020,46.1
3596,15JUN2020,54.9
3597,16JUN2020,57.8
3598,17JUN2020,61.7
3599,18JUN2020,58.7
3600,19JUN2020,51.4
3601,20JUN2020,49.0
3602,21JUN2020,47.5
3603,22JUN2020,51.4
3604,23JUN2020,59.7
3605,24JUN2020,56.3
3606,25JUN2020,55.8
3607,26JUN2020,53.4
3608,27JUN2020,51.4
3609,28JUN2020,49.5
3610,29JUN2020,51.8
3611,30JUN2020,55.2
3612,01JUL2020,57.7
3613,02JUL2020,56.0
3614,03JUL2020,52.3
3615,04JUL2020,49.6
3616,05JUL2020,49.2
3617,06JUL2020,50.3
3618,07JUL2020,55.3
3619,01APR2020,58.5
3620,02APR2020,51.6
3621,03APR2020,49.7
3622,04APR2020,47.5
3623,05APR2020,47.3
3624,06APR2020,48.4
3625,07APR2020,50.8
3626,08APR2020,51.9
3627,09APR2020,52.4
3628,10APR2020,52.6
3629,11APR2020,49.9
3630,12APR2020,48.9
3631,13APR2020,48.3
3632,14APR2020,53.0
3633,15APR2020,41.5
3634,16APR2020,40.9
3635,17APR2020,41.2
3636,18APR2020,41.4
3637,19APR2020,39.3
3638,20APR2020,39.7
3639,21APR2020,40.3
3640,22APR2020,39.0
3641,23APR2020,40.1
3642,24APR2020,42.0
3643,25APR2020,41.3
3644,26APR2020,48.0
3645,27APR2020,52.6
3646,28APR2020,54.8
3647,29APR2020,55.0
3648,30APR2020,43.5
3649,01MAY2020,55.4
3650,02MAY2020,49.9
3651,03MAY2020,45.7
3652,04MAY2020,42.8
3653,05MAY2020,45.7
3654,06MAY2020,52.8
3655,07MAY2020,54.2
3656,08MAY2020,50.6
3657,09MAY2020,50.1
3658,10MAY2020,52.0
3659,11MAY2020,62.5
3660,12MAY2020,68.7
3661,13MAY2020,68.1
3662,14MAY2020,67.3
3663,15MAY2020,64.6
3664,16MAY2020,65.2
3665,17MAY2020,64.3
3666,18MAY2020,61.2
3667,19MAY2020,58.5
3668,20MAY2020,63.1
3669,21MAY2020,61.8
3670,22MAY2020,62.4
3671,23MAY2020,60.4
3672,24MAY2020,57.7
3673,25MAY2020,56.6
3674,26MAY2020,56.7
3675,27MAY2020,60.3
3676,28MAY2020,64.6
3677,29MAY2020,60.4
3678,30MAY2020,60.4
3679,31MAY2020,54.3
3680,01JUN2020,56.3
3681,02JUN2020,65.6
3682,03JUN2020,64.3
3683,04JUN2020,58.9
3684,05JUN2020,60.4
3685,06JUN2020,57.1
3686,07JUN2020,53.4
3687,08JUN2020,54.8
3688,09JUN2020,58.9
3689,10JUN2020,61.3
3690,11JUN2020,60.7
3691,12JUN2020,64.5
3692,13JUN2020,59.3
3693,14JUN2020,56.2
3694,15JUN2020,59.3
3695,16JUN2020,63.1
3696,17JUN2020,64.2
3697,18JUN2020,64.9
3698,19JUN2020,64.3
3699,20JUN2020,60.8
3700,21JUN2020,57.8
3701,22JUN2020,62.0
3702,23JUN2020,65.2
3703,24JUN2020,66.7
3704,25JUN2020,67.7
3705,26JUN2020,67.4
3706,27JUN2020,60.5
3707,28JUN2020,59.0
3708,29JUN2020,59.1
3709,30JUN2020,61.7
3710,01JUL2020,64.3
3711,02JUL2020,64.4
3712,03JUL2020,63.9
3713,04JUL2020,60.0
3714,05JUL2020,59.6
3715,06JUL2020,62.4
3716,07JUL2020,66.7
3717,01APR2020,52.4
3718,02APR2020,52.9
3719,03APR2020,51.2
3720,04APR2020,51.1
3721,05APR2020,53.3
3722,06APR2020,53.1
3723,07APR2020,55.2
3724,08APR2020,55.0
3725,09APR2020,54.6
3726,10APR2020,53.8
3727,11APR2020,52.1
3728,12APR2020,53.0
3729,13APR2020,53.2
3730,14APR2020,54.4
3731,15APR2020,56.4
3732,16APR2020,56.3
3733,17APR2020,55.7
3734,18APR2020,55.4
3735,19APR2020,55.5
3736,20APR2020,58.4
3737,21APR2020,59.9
3738,22APR2020,59.7
3739,23APR2020,59.1
3740,24APR2020,58.1
3741,25APR2020,56.8
3742,26APR2020,58.4
3743,27APR2020,61.9
3744,28APR2020,60.6
3745,29APR2020,60.6
3746,30APR2020,60.6
3747,01MAY2020,60.1
3748,02MAY2020,58.9
3749,03MAY2020,59.2
3750,04MAY2020,61.6
3751,05MAY2020,62.5
3752,06MAY2020,63.3
3753,07MAY2020,62.0
3754,08MAY2020,62.5
3755,09MAY2020,60.9
3756,10MAY2020,60.2
3757,11MAY2020,61.7
3758,12MAY2020,63.7
3759,13MAY2020,64.0
3760,14MAY2020,63.3
3761,15MAY2020,61.7
3762,16MAY2020,60.1
3763,17MAY2020,61.0
3764,18MAY2020,63.5
3765,19MAY2020,64.2
3766,20MAY2020,64.9
3767,21MAY2020,64.7
3768,22MAY2020,62.4
3769,23MAY2020,60.1
3770,24MAY2020,59.8
3771,25MAY2020,59.7
3772,26MAY2020,61.0
3773,27MAY2020,65.3
3774,28MAY2020,66.8
3775,29MAY2020,65.0
3776,30MAY2020,63.2
3777,31MAY2020,61.2
3778,01JUN2020,63.5
3779,02JUN2020,65.5
3780,03JUN2020,67.9
3781,04JUN2020,62.8
3782,05JUN2020,61.2
3783,06JUN2020,61.9
3784,07JUN2020,61.0
3785,08JUN2020,62.1
3786,09JUN2020,65.4
3787,10JUN2020,64.9
3788,11JUN2020,70.5
3789,12JUN2020,69.6
3790,13JUN2020,70.1
3791,14JUN2020,67.0
3792,15JUN2020,63.7
3793,16JUN2020,66.6
3794,17JUN2020,69.2
3795,18JUN2020,67.5
3796,19JUN2020,67.7
3797,20JUN2020,65.7
3798,21JUN2020,62.6
3799,22JUN2020,66.3
3800,23JUN2020,71.7
3801,24JUN2020,71.3
3802,25JUN2020,72.3
3803,26JUN2020,70.9
3804,27JUN2020,66.7
3805,28JUN2020,64.9
3806,29JUN2020,66.8
3807,30JUN2020,70.0
3808,01JUL2020,70.7
3809,02JUL2020,71.9
3810,03JUL2020,67.1
3811,04JUL2020,64.3
3812,05JUL2020,63.6
3813,06JUL2020,65.7
3814,07JUL2020,68.0
3815,01APR2020,36.5
3816,02APR2020,33.0
3817,03APR2020,33.9
3818,04APR2020,31.0
3819,05APR2020,38.8
3820,06APR2020,30.7
3821,07APR2020,31.2
3822,08APR2020,33.2
3823,09APR2020,32.2
3824,10APR2020,29.8
3825,11APR2020,28.2
3826,12APR2020,28.0
3827,13APR2020,33.1
3828,14APR2020,35.0
3829,15APR2020,36.9
3830,16APR2020,38.0
3831,17APR2020,39.2
3832,18APR2020,39.3
3833,19APR2020,37.8
3834,20APR2020,40.4
3835,21APR2020,40.9
3836,22APR2020,41.7
3837,23APR2020,42.9
3838,24APR2020,40.0
3839,25APR2020,40.0
3840,26APR2020,37.8
3841,27APR2020,38.3
3842,28APR2020,43.0
3843,29APR2020,47.2
3844,30APR2020,48.5
3845,01MAY2020,47.1
3846,02MAY2020,41.9
3847,03MAY2020,40.6
3848,04MAY2020,43.4
3849,05MAY2020,47.2
3850,06MAY2020,47.5
3851,07MAY2020,46.9
3852,08MAY2020,48.0
3853,09MAY2020,46.9
3854,10MAY2020,45.7
3855,11MAY2020,46.5
3856,12MAY2020,50.9
3857,13MAY2020,54.9
3858,14MAY2020,55.4
3859,15MAY2020,55.3
3860,16MAY2020,51.4
3861,17MAY2020,49.3
3862,18MAY2020,51.0
3863,19MAY2020,52.5
3864,20MAY2020,52.7
3865,21MAY2020,52.9
3866,22MAY2020,54.6
3867,23MAY2020,53.0
3868,24MAY2020,50.4
3869,25MAY2020,51.2
3870,26MAY2020,53.6
3871,27MAY2020,57.4
3872,28MAY2020,56.5
3873,29MAY2020,59.2
3874,30MAY2020,56.9
3875,31MAY2020,55.1
3876,01JUN2020,56.6
3877,02JUN2020,58.5
3878,03JUN2020,60.2
3879,04JUN2020,55.8
3880,05JUN2020,58.2
3881,06JUN2020,55.6
3882,07JUN2020,51.6
3883,08JUN2020,51.8
3884,09JUN2020,56.4
3885,10JUN2020,60.1
3886,11JUN2020,57.1
3887,12JUN2020,59.3
3888,13JUN2020,52.5
3889,14JUN2020,53.8
3890,15JUN2020,53.5
3891,16JUN2020,54.8
3892,17JUN2020,53.8
3893,18JUN2020,62.1
3894,19JUN2020,60.7
3895,20JUN2020,58.2
3896,21JUN2020,57.1
3897,22JUN2020,55.8
3898,23JUN2020,63.0
3899,24JUN2020,68.9
3900,25JUN2020,67.5
3901,26JUN2020,67.3
3902,27JUN2020,61.2
3903,28JUN2020,59.6
3904,29JUN2020,59.3
3905,30JUN2020,62.9
3906,01JUL2020,68.3
3907,02JUL2020,64.1
3908,03JUL2020,62.2
3909,04JUL2020,58.5
3910,05JUL2020,56.5
3911,06JUL2020,55.7
3912,07JUL2020,61.6
3913,01APR2020,60.7
3914,02APR2020,62.6
3915,03APR2020,64.6
3916,04APR2020,60.0
3917,05APR2020,60.3
3918,06APR2020,63.8
3919,07APR2020,65.3
3920,08APR2020,65.5
3921,09APR2020,64.4
3922,10APR2020,62.7
3923,11APR2020,62.8
3924,12APR2020,64.7
3925,13APR2020,65.8
3926,14APR2020,64.8
3927,15APR2020,67.4
3928,16APR2020,70.3
3929,17APR2020,69.5
3930,18APR2020,66.4
3931,19APR2020,65.0
3932,20APR2020,68.5
3933,21APR2020,69.9
3934,22APR2020,68.8
3935,23APR2020,66.2
3936,24APR2020,68.4
3937,25APR2020,62.9
3938,26APR2020,67.4
3939,27APR2020,69.9
3940,28APR2020,70.8
3941,29APR2020,76.8
3942,30APR2020,74.7
3943,01MAY2020,68.4
3944,02MAY2020,73.1
3945,03MAY2020,65.4
3946,04MAY2020,65.6
3947,05MAY2020,66.1
3948,06MAY2020,66.8
3949,07MAY2020,66.6
3950,08MAY2020,67.6
3951,09MAY2020,69.6
3952,10MAY2020,67.3
3953,11MAY2020,61.2
3954,12MAY2020,64.4
3955,13MAY2020,83.3
3956,14MAY2020,83.8
3957,15MAY2020,85.1
3958,16MAY2020,77.5
3959,17MAY2020,54.9
3960,18MAY2020,55.5
3961,19MAY2020,77.0
3962,20MAY2020,83.3
3963,21MAY2020,79.7
3964,22MAY2020,80.3
3965,23MAY2020,79.0
3966,24MAY2020,79.8
3967,25MAY2020,74.0
3968,26MAY2020,77.4
3969,27MAY2020,85.4
3970,28MAY2020,83.7
3971,29MAY2020,83.5
3972,30MAY2020,81.3
3973,31MAY2020,82.2
3974,01JUN2020,82.8
3975,02JUN2020,85.1
3976,03JUN2020,86.4
3977,04JUN2020,88.4
3978,05JUN2020,85.2
3979,06JUN2020,82.4
3980,07JUN2020,83.0
3981,08JUN2020,82.7
3982,09JUN2020,79.9
3983,10JUN2020,83.9
3984,11JUN2020,83.6
3985,12JUN2020,82.3
3986,13JUN2020,73.4
3987,14JUN2020,77.6
3988,15JUN2020,78.9
3989,16JUN2020,74.6
3990,17JUN2020,74.6
3991,18JUN2020,75.6
3992,19JUN2020,80.2
3993,20JUN2020,79.3
3994,21JUN2020,76.4
3995,22JUN2020,76.7
3996,23JUN2020,83.7
3997,24JUN2020,84.8
3998,25JUN2020,84.0
3999,26JUN2020,87.4
4000,27JUN2020,84.4
4001,28JUN2020,75.2
4002,29JUN2020,78.9
4003,30JUN2020,79.3
4004,01JUL2020,82.6
4005,02JUL2020,84.3
4006,03JUL2020,80.7
4007,04JUL2020,75.4
4008,05JUL2020,74.5
4009,06JUL2020,75.9
4010,07JUL2020,81.8
4011,01APR2020,56.4
4012,02APR2020,56.2
4013,03APR2020,52.4
4014,04APR2020,49.6
4015,05APR2020,49.6
4016,06APR2020,51.1
4017,07APR2020,54.5
4018,08APR2020,56.1
4019,09APR2020,50.4
4020,10APR2020,52.4
4021,11APR2020,52.3
4022,12APR2020,51.2
4023,13APR2020,54.5
4024,14APR2020,57.5
4025,15APR2020,58.6
4026,16APR2020,58.3
4027,17APR2020,56.7
4028,18APR2020,54.5
4029,19APR2020,54.1
4030,20APR2020,55.4
4031,21APR2020,58.1
4032,22APR2020,58.8
4033,23APR2020,58.8
4034,24APR2020,57.9
4035,25APR2020,57.0
4036,26APR2020,57.4
4037,27APR2020,58.4
4038,28APR2020,62.0
4039,29APR2020,61.9
4040,30APR2020,63.3
4041,01MAY2020,61.3
4042,02MAY2020,59.9
4043,03MAY2020,58.3
4044,04MAY2020,60.7
4045,05MAY2020,63.8
4046,06MAY2020,65.3
4047,07MAY2020,64.7
4048,08MAY2020,63.8
4049,09MAY2020,61.7
4050,10MAY2020,61.0
4051,11MAY2020,62.5
4052,12MAY2020,65.4
4053,13MAY2020,67.0
4054,14MAY2020,67.5
4055,15MAY2020,66.2
4056,16MAY2020,63.1
4057,17MAY2020,61.9
4058,18MAY2020,63.5
4059,19MAY2020,68.2
4060,20MAY2020,71.0
4061,21MAY2020,68.3
4062,22MAY2020,67.7
4063,23MAY2020,64.2
4064,24MAY2020,62.5
4065,25MAY2020,59.3
4066,26MAY2020,65.5
4067,27MAY2020,69.2
4068,28MAY2020,70.3
4069,29MAY2020,68.5
4070,30MAY2020,63.4
4071,31MAY2020,62.4
4072,01JUN2020,64.3
4073,02JUN2020,69.3
4074,03JUN2020,71.3
4075,04JUN2020,71.5
4076,05JUN2020,69.7
4077,06JUN2020,66.3
4078,07JUN2020,64.7
4079,08JUN2020,66.7
4080,09JUN2020,71.5
4081,10JUN2020,72.8
4082,11JUN2020,72.5
4083,12JUN2020,72.1
4084,13JUN2020,66.8
4085,14JUN2020,65.3
4086,15JUN2020,65.7
4087,16JUN2020,68.9
4088,17JUN2020,71.9
4089,18JUN2020,72.0
4090,19JUN2020,70.4
4091,20JUN2020,68.1
4092,21JUN2020,65.6
4093,22JUN2020,68.1
4094,23JUN2020,73.2
4095,24JUN2020,73.7
4096,25JUN2020,74.1
4097,26JUN2020,74.0
4098,27JUN2020,70.6
4099,28JUN2020,64.1
4100,29JUN2020,69.4
4101,30JUN2020,72.8
4102,01JUL2020,73.2
4103,02JUL2020,73.1
4104,03JUL2020,71.4
4105,04JUL2020,67.3
4106,05JUL2020,67.0
4107,06JUL2020,69.7
4108,07JUL2020,74.3
4109,01APR2020,22.8
4110,02APR2020,27.4
4111,03APR2020,24.7
4112,04APR2020,18.9
4113,05APR2020,17.4
